Platform,Organization,Space,"App Name","Build Pack","Build Pack Version",SDK,"Spring Boot",Angular,React,Dependencies
ap01,org_69,iso,"e3469d9e-5929-4927-9b85-60a896f25379",nodejs,1.8.24,18.19.1,,17.3.9,,
ap01,org_69,iso,"d1fca4e7-7670-4557-bdeb-7ea583257e3c",nodejs,1.8.24,18.19.1,,17.3.9,,
ap01,org_69,iso,"ea07f760-b79d-4ee5-b6a6-02f08a2a352d",nodejs,1.8.24,18.19.1,,17.3.9,,
ap01,org_69,iso,"ac77798a-3679-4f17-ae20-a271cfb56880",nodejs,1.8.24,18.19.1,,17.3.9,,
ap01,org_69,iso,"474fe727-0082-41c1-a8cf-a82e8b76b920",nodejs,1.8.24,18.19.1,,17.3.9,,
ap01,org_69,iso,"d4003ca3-ab99-4def-8f7d-2a2380751bc4",java,4.48.2,1.8.0_322,2.1.6.RELEASE,,,
ap01,org_69,iso,"8224d04f-9977-49ce-b6c5-a831a46164b0",nodejs,1.8.24,18.19.1,,17.3.9,,
ap01,org_69,iso,"9c2f1c96-daa6-4265-b6d1-1076e091c2bb",nodejs,1.8.24,18.19.1,,17.3.9,,
ap01,org_69,iso,"d12b0db3-9310-4d4a-bfa6-35d22fb83ecb",nodejs,1.8.24,20.9.0,,,,
ap01,org_69,iso,"7258ec0a-b896-46c2-9280-673581b5b27b",nodejs,1.8.24,20.9.0,,,,
ap01,org_69,iso,"dcba171c-bd20-4106-91e0-f776e4a9bac0",nodejs,1.8.24,18.19.1,,16.2.7,,
ap01,org_69,iso,"b3bef4b1-57f5-4ead-97ab-ff347e8e56ca",binary,1.0.36,,,,,
ap01,org_69,iso,"eb17e786-41f6-43e8-8178-096204756b49",nodejs,1.7.47,6,,,,
ap01,org_32,prod,"901f6361-a17f-40a7-8a5f-b0076a05e321",dotnet-core,6.0.412,net7.0,,,,
ap01,org_32,prod,"950f1177-430e-4d8b-bb13-066ebcad4348",staticfile,1.6.5,,,,,
ap01,org_32,prod,"d932dc85-d5f9-46c2-9acf-d0a970112427",python,1.8.12,3.x,,,,
ap01,org_32,prod,"a493616d-c04a-4c0a-88d0-fbee90e25b5a",binary,1.1.5,,,,,
ap01,org_32,prod,"05129979-a449-4d98-9280-4c7a01414983",dotnet-core,6.0.412,net7.0,,,,
ap01,org_70,prod,"d748dafe-d2a5-44c7-a688-87393253c40c",java,4.70.0,17.0.11,3.2.2,,,
ap01,org_70,prod,"f71b3fd2-0f73-4420-b462-5cbcf706de43",java,4.72.0,17.0.12,3.3.1,,,
ap01,org_70,prod,"a60662c7-6f5b-492b-b338-c23920d1e286",java,4.70.0,17.0.11,3.3.1,,,
ap01,org_70,prod,"081d525e-fa80-4f28-9bfe-1de3638fecb6",java,4.74.0,17.0.13,3.2.4,,,
ap01,org_70,prod,"7e7e7afe-9669-4837-a680-c5880d8d7ed5",java,4.70.0,17.0.11,3.1.1,,,
ap01,org_70,prod,"bcab19de-348e-4aad-8bd3-6cd986e46464",nodejs,1.8.21,20.10.6,,,18.2.0,
ap01,org_70,prod,"51fc2b67-fdeb-4836-ab8f-1acf524ea2eb",java,4.74.0,17.0.13,3.3.1,,,
ap01,org_70,prod,"91228a6f-208b-4083-8af9-789477f9ba04",java,4.74.0,17.0.13,3.2.1,,,
ap01,org_70,prod,"5f2b8ad2-4890-45ce-a548-918da135f09a",java,4.72.0,17.0.12,3.3.1,,,
ap01,org_70,prod,"8b44975a-e912-45c3-b290-615a506ee74f",java,4.74.0,17.0.13,3.2.4,,,
ap01,org_70,prod,"f8233e59-5ba1-4cea-8cb0-e41d0d82eeaa",java,4.70.0,17.0.11,3.3.1,,,
ap01,org_70,prod,"72f99dae-c45b-4c0e-a80b-2f3e53b588e7",nodejs,1.8.30,,,,18.3.1,
ap01,org_33,prod,"3cf0e485-24a6-464e-ac80-366f06faeeba",dotnet-core,8.0.302,net6.0,,,,
ap01,org_33,prod,"7a848049-7948-42d6-8629-b7710b5b8183",dotnet-core,8.0.401,netcoreapp3.1,,,,
ap01,org_33,prod,"37ae621c-c614-4950-8f0e-d259022e5e47",dotnet-core,8.0.401,netcoreapp3.1,,,,
ap01,org_33,prod,"4e9c7e6b-bf3a-4134-8f55-b86787f61819",dotnet-core,6.0.402,netcoreapp3.1,,,,
ap01,org_33,prod,"11939b7b-ad90-44dd-a209-86e9d6f84cd5",binary,1.1.10,,,,,
ap01,org_71,iso,"5d376005-2fbe-4135-aa13-2ace19f2747d",nginx,1.2.15,,,,,
ap01,org_71,iso,"7079eb3e-221f-4cc9-97c7-9cf416f7534c",nginx,1.2.7,,,,,
ap01,org_71,iso,"c5b30a91-b3c8-4f13-9ac0-32d12e39730c",staticfile,1.6.17,,,,,
ap01,org_71,iso,"55debe61-403e-426b-9176-cbb1982d3aa9",java,4.70.0,17.0.11,2.6.2,,,
ap01,org_71,iso,"d2ff4237-1d83-49bd-930b-fe5eb6cc79fe",java,4.70.0,17.0.11,2.6.2,,,
ap01,org_71,iso,"8184146c-2cf0-498e-a471-279c84925dd2",java,4.72.0,17.0.12,2.6.2,,,
ap01,org_71,iso,"30140b3d-977e-412f-836d-9044e38bbe26",java,4.70.0,17.0.11,2.6.2,,,
ap01,org_71,iso,"36e8fe40-94aa-4185-868c-dc2803039596",java,4.73.0,17.0.12,3.0.6,,,
ap01,org_71,iso,"8da1c6cc-6f10-434c-8c0d-d9c52dd27178",java,4.73.0,17.0.12,3.0.6,,,
ap01,org_71,iso,"e9d8086f-396f-4d2e-b360-7c0b6e50595e",java,4.73.0,21.0.4,3.2.10,,,
ap01,org_71,iso,"5fc23be9-ed2e-4754-a224-9396369186e3",java,4.65.0,17.0.9,2.5.1,,,
ap01,org_71,iso,"bc00dd49-7b68-492f-9bac-fad22aca2dbd",java,4.73.0,17.0.12,3.0.7,,,
ap01,org_71,iso,"c4b1a7ba-a9a3-494e-b735-1a2008dc76da",java,4.67.1,17.0.10,3.0.6,,,
ap01,org_71,iso,"f7498259-6979-4a18-98e3-cfb8e4b339fc",java,4.66.0,17.0.10,3.0.6,,,
ap01,org_71,iso,"a6518679-6d3c-41c7-9f40-57ae5278b6ef",java,4.73.0,17.0.12,3.0.6,,,
ap01,org_71,iso,"44479a54-bd59-480c-b339-e4a9d7454434",java,4.63.0,17.0.9,3.0.6,,,
ap01,org_71,iso,"a9035bad-b3da-46b8-ab7c-dfd6aa197266",java,4.53,17.0.5,2.6.2,,,
ap01,org_71,iso,"baa5a0b9-0141-49a6-a099-cdd7ec2b3b0c",java,4.70.0,17.0.11,2.6.2,,,
ap01,org_71,iso,"9eea66ff-14d8-4916-8af0-25c26605a349",nginx,1.2.15,,,,,
ap01,org_71,iso,"5fac06cc-d2b6-4e92-97c5-ea6bed2c3fb0",nginx,1.2.7,,,,,
ap01,org_71,iso,"c974011e-9265-4ba8-80e8-38a77943a9d4",java,4.48,11.0.14,2.3.3.RELEASE,,,
ap01,org_71,iso,"e2d29409-2f40-4ea6-ba64-275b395e6e2c",java,4.48,11.0.14,2.3.3.RELEASE,,,
ap01,org_71,iso,"fe4c76cc-a4d3-46f0-bac2-90061263cdfc",nginx,1.2.15,,,,,
ap01,org_71,iso,"12a4370d-455e-4ca3-8972-00d59bd82187",nginx,1.2.15,,,,,
ap01,org_71,iso,"4b5b72fc-e2eb-4b60-86fb-000367d0c033",nginx,1.2.15,,,,,
ap01,org_71,iso,"03104122-7a24-4362-8c56-6ce069145d87",nginx,1.2.5,,,,,
ap01,org_71,iso,"8ab88b4b-0fdb-48ad-acd4-ac40734dd787",java,4.74.0,21.0.5,3.3.2,,,
ap01,org_71,iso,"122710c5-005a-4483-ae07-0b8c6a357706",java,4.74.0,21.0.5,3.3.2,,,
ap01,org_71,iso,"700b775c-4e53-467b-92f4-f44f5e8c12c8",java,4.72.0,21.0.4,3.3.2,,,
ap01,org_71,iso-pr,"652cd95a-c368-4814-a38c-e653ab9e751c",java,4.73.0,21.0.4,3.2.10,,,
ap01,org_71,iso-pr,"21da4b05-ad75-4167-a64f-3f3d109cbb6e",java,4.73.0,21.0.4,3.2.10,,,
ap01,org_71,iso-pr,"9b4b278a-9e41-4541-9869-34fb2daf0ec4",java,4.73.0,17.0.12,3.0.6,,,
ap01,org_71,iso-pr,"7513e074-aa2a-4d37-b82e-9c27efc0e603",java,4.73.0,17.0.12,3.0.6,,,
ap01,org_71,iso-pr,"9849f97d-6436-4871-8222-dae3a945ce34",java,4.73.0,17.0.12,3.0.6,,,
ap01,org_71,iso-pr,"0e85c83f-8583-458e-ad76-f0830eb87818",java,4.73.0,17.0.12,3.0.6,,,
ap01,org_71,iso-pr,"7d85de4c-172d-46bf-a727-5f67867bea17",nodejs,1.8.27,,,,,
ap01,org_71,iso-pr,"87a4f94d-5ead-47af-a3a3-40881ee6158b",nodejs,1.8.25,,,,,
ap01,org_71,iso-pr,"7750c93e-1c73-4c8f-9ef0-be71dc612403",java,4.73.0,17.0.12,3.0.6,,,
ap01,org_71,iso-pr,"dad32b1e-eebd-4629-8422-02898558782b",java,4.73.0,17.0.12,3.0.6,,,
ap01,org_71,iso-pr,"4e7467ba-5148-4871-aaf0-6a8f148acbac",java,4.73.0,17.0.12,3.0.6,,,
ap01,org_71,iso-pr,"ac57becc-f111-4d72-ac27-2fb182f0e45d",java,4.73.0,17.0.12,3.0.6,,,
ap01,org_71,iso-pr,"5df4bf57-f882-4d81-b74b-1582d2a4f369",java,4.73.0,17.0.12,3.0.6,,,
ap01,org_71,iso-pr,"800a660c-12c8-4ab6-934c-460070677f98",java,4.73.0,17.0.12,3.0.6,,,
ap01,org_34,iso,"1fdfcf47-7884-41f6-ab3d-afbee41fe466",java,4.70.0,21.0.3,3.3.0,,,
ap01,org_34,iso,"199c81ac-f765-4793-9739-15cc58281fe0",java,4.72.0,21.0.4,3.3.3,,,
ap01,org_34,iso,"bb030fa0-dadc-4835-b67b-87b13b12c8c5",java,4.72.0,17.0.12,2.7.18,,,
ap01,org_34,iso,"9b161d29-b0a5-489a-accb-1433b5ddd766",java,4.70.0,17.0.11,2.7.18,,,
ap01,org_34,prod,"28480ce2-2091-4962-93e8-5b1e58310242",java,4.73.0,21.0.4,3.3.3,,,
ap01,org_34,prod,"986ca9ca-fc83-4b07-9a95-4aba4b630192",java,4.73.0,21.0.4,3.3.3,,,
ap01,org_34,prod,"1ce686c2-a940-4b9c-8337-ded21a296bff",java,4.73.0,21.0.4,3.3.4,,,
ap01,org_34,prod,"089b8823-54e2-4ed5-8709-1b1ade653b5f",java,4.73.0,21.0.4,2.7.18,,,
ap01,org_34,prod,"b909d809-47f1-4508-84b4-8ebf8aa47034",java,4.74.0,21.0.5,3.3.5,,,
ap01,org_34,prod,"ded37faf-c960-411a-95a9-a0561f737fcd",java,4.74.0,21.0.5,3.3.5,,,
ap01,org_34,prod,"0b3493eb-3f64-4415-980f-cced6c4e0ef1",java,4.74.0,17.0.13,2.7.18,,,
ap01,org_34,prod,"e320a3b4-d00d-47fb-8a79-d17be8522aba",java,4.72.0,21.0.4,3.3.2,,,
ap01,org_34,prod,"ca23cb1b-be46-4359-ba20-84a21ca11612",java,4.73.0,21.0.4,3.3.4,,,
ap01,org_34,prod,"85d11c7c-c7f9-4f46-8d3b-51c913d5ac20",java,4.73.0,21.0.4,3.3.4,,,
ap01,org_34,prod,"df34b43f-7baf-4663-b5a7-8c9b9cbc6000",java,4.73.0,21.0.4,3.3.4,,,
ap01,org_34,prod,"f3237c03-6ac0-4e9f-b55d-450b92b3014b",java,4.72.0,17.0.12,3.3.2,,,
ap01,org_34,prod,"44d79eeb-5190-4390-9ad9-7ec6af9d6f11",java,4.72.0,17.0.12,2.7.18,,,
ap01,org_34,prod,"9dfb01d7-2a32-43b3-84c9-29ca2b76ebae",java,4.74.0,21.0.5,3.3.5,,,
ap01,org_34,prod,"3d3a11e6-775b-4b93-892a-e8171c304ebb",java,4.72.0,21.0.4,3.3.2,,,
ap01,org_34,prod,"3d134f02-3b02-4d7a-a709-2a27b6cbd555",java,4.73.0,17.0.12,2.7.18,,,
ap01,org_34,prod,"61d1cf71-7929-4e82-bff8-f72d07e20140",java,4.73.0,21.0.4,3.3.2,,,
ap01,org_34,prod,"c94c60c2-2ffc-464f-869c-aa988b1e7ae6",java,4.72.0,21.0.4,3.3.3,,,
ap01,org_34,prod,"d166bf8c-93ae-4457-a559-a1356993c163",java,4.73.0,21.0.4,3.3.5,,,
ap01,org_34,prod,"751597c5-82af-4d43-9534-65e599504075",java,4.73.0,21.0.4,3.3.4,,,
ap01,org_34,prod,"7bc85481-52ec-454d-9f3f-9c4298e87cd6",java,4.74.0,17.0.13,2.7.18,,,
ap01,org_34,prod,"09c7321d-36d5-463e-803d-7240cc021f0b",java,4.73.0,21.0.4,3.3.5,,,
ap01,org_34,prod,"95f3864d-a87a-4ed1-8b88-1fe006685720",java,4.74.0,21.0.5,3.3.5,,,
ap01,org_34,prod,"424d6d7e-e15b-4dcd-b968-f7e9efbc2aae",java,4.73.0,21.0.4,3.3.5,,,
ap01,org_34,prod,"0aba2f26-3a72-48db-9f4d-c7367ebb8f66",java,4.73.0,17.0.12,2.7.18,,,
ap01,org_34,prod,"c16ab3ba-94b1-4790-8c0a-2ecb030a66dc",java,4.72.0,21.0.4,2.7.18,,,
ap01,org_34,prod,"90615f16-44e0-4d52-80e8-9fde7358b000",java,4.66.0,21.0.2,3.2.3,,,
ap01,org_72,iso,"d2dab8f3-0267-4c2d-8f94-e7a0df4fae7a",java,4.74.0,17.0.13,3.1.1,,,
ap01,org_72,iso,"5e3226e3-3030-4071-ac10-717a6dc30a39",nodejs,1.8.30,20,,,18.3.1,
ap01,org_72,iso,"7237cfca-65c0-445f-b46d-5d34f255b722",java,4.74.0,17.0.13,3.3.1,,,
ap01,org_72,iso,"3a698ebe-26d6-49f9-a747-31eb73716ded",nodejs,1.8.26,16,,,18.0.0,
ap01,org_72,prod,"2399c8be-de90-4a4f-be2e-a8a8927808e5",staticfile,1.6.17,,,,,
ap01,org_72,prod,"4f73b71a-fadf-4cb4-86eb-3ed162dbb84d",binary,1.0.42,,,,,
ap01,org_35,prod,"c937557a-2e85-42d9-8baf-d8a77ed89696",java,4.74.0,1.8.0_432,2.5.5,,,
ap01,org_35,prod,"fd2aa28c-1038-4412-9c13-ef34a8c62635",java,4.74.0,1.8.0_432,2.5.5,,,
ap01,org_35,prod,"6d8eb8d1-3642-456e-8b5d-5de6faa5e8e3",java,4.71.0,1.8.0_412,2.6.6,,,
ap01,org_35,prod,"5a5e7e54-20f4-4896-b3c8-faf8bfe40e46",java,4.74.0,1.8.0_432,2.6.6,,,
ap01,org_35,prod,"c855ced1-e6bc-4340-ae84-6e3e06b90d29",java,4.73.0,1.8.0_422,2.6.6,,,
ap01,org_35,prod,"5828860c-222e-4b20-8ab4-db049dea4919",java,4.73.0,1.8.0_422,2.5.5,,,
ap01,org_35,prod,"bfa12dce-566a-4a57-9e05-9f0c5b8017e5",java,4.73.0,1.8.0_422,2.5.5,,,
ap01,org_35,prod,"d4db0ebe-f2d9-453d-88c1-8ecc4a1fa504",java,4.66.0,1.8.0_402,2.5.5,,,
ap01,org_35,prod,"b0a54caa-4629-4a1f-b7ac-9015a4a57d2b",java,4.67.1,1.8.0_402,2.5.5,,,
ap01,org_35,prod,"e4cf137e-58a8-4d06-a717-f4b6dc37e4ef",java,4.59.0,1.8.0_372,2.2.2.RELEASE,,,
ap01,org_35,prod,"667f419c-c01f-4c5f-9987-357dfb67f400",java,4.73.0,1.8.0_422,2.6.6,,,
ap01,org_35,prod,"ff104028-a41c-4a62-9080-07bc93efc1bd",java,4.74.0,1.8.0_432,2.5.5,,,
ap01,org_35,prod,"80bbf44b-f5c7-498b-9aad-dc2c7fa84159",java,4.74.0,1.8.0_432,2.5.5,,,
ap01,org_35,prod,"e47410a5-dad3-4882-a23d-496bd9a67c8f",java,4.72.0,1.8.0_422,2.6.6,,,
ap01,org_35,prod,"342b0cd9-2d78-4e06-aedb-0eca4630525a",java,4.72.0,1.8.0_422,2.6.6,,,
ap01,org_35,prod,"1b31674e-df0a-4667-af99-710b5ce65a8d",java,4.72.0,1.8.0_422,2.6.6,,,
ap01,org_35,prod,"9b49f6ff-90f5-4307-85df-1eef81c832d8",binary,1.0.42,,,,,
ap01,org_35,prod,"63a4db6f-209c-4de5-8b30-8c52b5256498",binary,1.1.9,,,,,
ap01,org_35,prod,"affb16c1-13a6-4f1a-9142-82189ec1878b",binary,1.1.7,,,,,
ap01,org_35,prod,"b9ec6245-1ae5-4c3f-837d-b7fd75619574",binary,1.1.7,,,,,
ap01,org_35,prod,"3b0a53e6-fbf1-4a1a-8c79-351b746c8597",binary,1.1.5,,,,,
ap01,org_35,prod,"7f246c1a-b67f-4004-b8fe-e128ccc1b9f0",binary,1.1.7,,,,,
ap01,org_35,prod,"9fcbfdac-e30a-4d41-9d54-800d474742ca",binary,1.1.7,,,,,
ap01,org_35,prod,"0a915c90-c2df-4380-9593-d0eb0531de13",java,4.72.0,1.8.0_422,2.6.6,,,
ap01,org_37,prod,"c6d66815-c763-4d7b-a3d7-e858ced1ef59",dotnet-core,6.0.417,net6.0,,,,
ap01,org_38,prod,"fbe4f7ee-9cfb-4903-83dd-74e0ff01e452",dotnet-core,8.0.401,net8.0,,,,
ap01,org_38,prod,"94fc5c95-5ff7-4d80-addb-87db5c3632b6",dotnet-core,8.0.302,net6.0,,,,
ap01,org_38,prod,"7bf7815a-dcce-4b6b-a25d-1aa185044d64",dotnet-core,8.0.302,net8.0,,,,
ap01,org_38,prod,"d0410ee9-e19c-49e1-8853-fe8a4e5a75c3",dotnet-core,8.0.301,net6.0,,,,
ap01,org_38,prod,"c2e607ae-d21e-4a03-b6d8-2a8bb74655cd",dotnet-core,8.0.302,net6.0,,,,
ap01,org_38,prod,"e2dea10c-1202-4c97-b43b-aa786737c98a",dotnet-core,8.0.302,net6.0,,,,
ap01,org_38,prod,"2acf6508-d9ce-4b1b-b2e7-b8378331e5fe",dotnet-core,8.0.302,net6.0,,,,
ap01,org_38,prod,"48b136a1-aade-453a-a512-9089e90c1d2f",dotnet-core,8.0.301,net6.0,,,,
ap01,org_38,prod,"051b7796-db8d-4e72-9506-c611e6401051",dotnet-core,8.0.302,net6.0,,,,
ap01,org_38,prod,"55c87b39-b4d8-497e-ae1d-c3d134b5bb31",nginx,1.2.16,,,,,
ap01,org_38,prod,"09cd2151-4d93-4c25-815d-ec664cbec065",dotnet-core,6.0.417,net6.0,,,,
ap01,org_38,prod,"2a7b5b92-6abe-4cb0-aa81-52f70340523b",dotnet-core,8.0.301,net6.0,,,,
ap01,org_38,prod,"b3ee635b-d221-4ff5-9cf8-8c5d361f5dd9",dotnet-core,8.0.301,net6.0,,,,
ap01,org_38,prod,"e2b5d73e-7e39-4d73-8883-f4a7b412f5ff",dotnet-core,8.0.301,net6.0,,,,
ap01,org_38,prod,"669fa9a1-ae55-4859-8d0b-dbee4de51346",nginx,1.2.17,,,,,
ap01,org_38,prod,"de2182fc-938a-4e22-9d46-d7f7ab37d1ec",dotnet-core,6.0.412,net6.0,,,,
ap01,org_38,prod,"3c446896-7568-4943-a990-94767b2ea293",dotnet-core,6.0.417,net6.0,,,,
ap01,org_38,prod,"51675ad0-6c65-429a-8de4-6de6935210f1",staticfile,1.6.11,,,,,
ap01,org_38,prod,"4f252344-71d9-4bc6-a042-81c93e05af75",dotnet-core,8.0.302,net6.0,,,,
ap01,org_39,prod,"c857f195-9d67-4414-8a27-b405cd3749ef",hwc,3.1.35,,,,,
ap01,org_39,prod,"cd61e59e-da8d-4fee-bb09-98dc42d107ad",binary,1.1.7,,,,,
ap01,org_39,prod,"9ef077d4-d933-4fad-8aa2-6fc0ea932fbc",dotnet-core,8.0.302,net8.0,,,,
ap01,org_39,prod,"ab3ba090-fd7d-4e2a-ba19-48961537487f",dotnet-core,8.0.401,net8.0,,,,
ap01,org_39,prod,"eacd95a5-b761-47c4-8514-05cc8f5d5d59",dotnet-core,6.0.420,net6.0,,,,
ap01,org_39,prod,"728101d3-56d0-46d7-b172-4bc2600cbd3f",dotnet-core,8.0.300,net8.0,,,,
ap01,org_40,app-metrics-v2,"16ed1b47-59b6-490e-8723-a1092ac6451a",java,4.74.0,11.0.25,,,,
ap01,org_40,autoscaling,"4560ff2e-6e02-4851-922a-c06a8519d358",binary,1.1.10,,,,,
ap01,org_40,autoscaling,"0c12751f-1164-4ee1-aa81-160360882e1e",java,4.74.0,17.0.13,3.2.3,,,
ap01,org_40,nfs,"3767c4d9-2437-4976-a0d0-9b8c23049acf",binary,1.0.36,,,,,
ap01,org_40,notifications-with-ui,"35f97e48-ab24-42c8-bd22-1b1f0994189a",go,1.10.20,1.22.4,,,,
ap01,org_40,notifications-with-ui,"91267ee5-d344-46b1-981c-d5005eff79c9",binary,1.0.36,,,,,
ap01,org_40,scheduler,"1cbc6b99-881c-4dec-9b7e-eeed7ab60196",java,4.74.0,17.0.13,3.2.3,,,
ap01,org_40,scheduler,"fcb67b3c-1dc7-4bd6-a86e-0377c2e87554",binary,1.1.10,,,,,
ap01,org_40,smb,"153089e4-436e-4d14-9094-71e248567172",binary,1.0.36,,,,,
ap01,org_40,system,"734b7d0b-dfe5-4494-b1a3-45ec6f1dc94f",java,4.74.0,17.0.13,2.7.5,,,
ap01,org_40,system,"3392d8cc-f86a-4247-afaa-fffb49bb3fc5",ruby,1.10.18,,,,,
ap01,org_40,system,"dcb73393-ea1a-4427-9502-195636a37ef6",ruby,1.10.18,,,,,
ap01,org_40,system,"38f6193f-8630-45d0-9440-f619722dc063",ruby,1.10.18,,,,,
ap01,org_40,system,"4fb613e9-a6da-49ce-832a-8cb6202f8944",staticfile,1.10.18,,,,,
ap01,org_40,system,"e615e672-b0f5-42da-a254-073612fb6757",nodejs,1.8.29,20,,,,
ap01,org_40,system,"69bf799b-889e-4011-b2bc-2153c571b542",nodejs,1.8.29,20,,,,
ap01,org_40,system,"f60606c6-b5ac-42ff-a74f-e6fc8bd06b7e",nodejs,1.8.29,1618,,,,
ap01,org_41,prod,"d96d7dd8-8f4a-4f8d-a2e6-0288bc3e021c",dotnet-core,3.1.416,netcoreapp3.1,,,,
ap01,org_73,prod,"35d8a7c9-acbb-4660-b033-ba3b1b3f7b37",java,4.74.0,17.0.13,3.2.2,,,
ap01,org_73,prod,"67c7eb33-dd6b-4212-9d2c-96287ab25e64",java,4.74.0,17.0.13,3.2.2,,,
ap01,org_73,prod,"87f80bd8-fda1-42ca-8b31-272149b466dc",java,4.74.0,17.0.13,3.2.2,,,
ap01,org_73,prod,"fec28806-796e-4354-b4b2-d7483cef9b26",python,1.8.27,,,,,
ap01,org_73,prod,"be1e6fbb-a634-454b-862a-bb645f8e5488",java,4.74.0,17.0.13,3.2.2,,,
ap01,org_42,prod,"d4771825-4b3f-4a6c-9674-cbe566e12c7d",java,4.67.1,11.0.22,2.7.17,,,
ap01,org_42,prod,"03ff0c91-75d2-4738-ac8a-90c5983e6341",java,4.72.0,21.0.4,3.2.4,,,
ap01,org_42,prod,"ab49ffe8-9002-4c0d-b902-df7d90c7b22e",java,4.72.0,21.0.4,3.2.4,,,
ap01,org_42,prod,"28a22045-2957-4d18-b866-0e41288c0ac8",java,4.73.0,21.0.4,3.2.4,,,
ap01,org_42,prod,"782454d7-54a1-4dab-be4a-e4ed3cf5bd65",java,4.73.0,21.0.4,3.2.4,,,
ap01,org_42,prod,"c1e5912e-d2f4-4849-8909-1ee4f95a0dee",java,4.73.0,21.0.4,3.2.4,,,
